circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
habsiguda,sainikpuri,sainikpuri,sainikpuri,sainikpuri high value,domestic,1,37,37.0,98875.0,1101.0
habsiguda,sainikpuri,sainikpuri,sainikpuri,saipriya colony,domestic,1,278,273.0,43479.0,503.32
habsiguda,sainikpuri,sainikpuri,sainikpuri,saipuri,domestic,1,444,433.0,85991.0,1307.42
habsiguda,sainikpuri,sainikpuri,sainikpuri,sangamithra enclave,domestic,1,200,197.0,32290.0,767.0
habsiguda,sainikpuri,sainikpuri,sainikpuri,sanikpuri,domestic,1,638,615.0,171966.0,1969.69
habsiguda,keesara,keesara,nagaram,simhapuri colony,domestic,1,312,303.0,33757.0,397.1
habsiguda,keesara,keesara,nagaram,simhapuri colony nagaram,domestic,1,471,453.0,55663.0,641.54
habsiguda,keesara,keesara,nagaram,sindhu vanam,domestic,1,9,9.0,806.0,13.0
habsiguda,keesara,keesara,nagaram,solar services,domestic,1,17,17.0,2659.0,90.0
habsiguda,keesara,keesara,nagaram,srinivasa  s n colony beside,domestic,1,654,612.0,89704.0,1052.42
habsiguda,keesara,keesara,nagaram,substation opp to icombackside,domestic,1,148,148.0,17715.0,189.0
habsiguda,keesara,keesara,nagaram,sv nagar rd-5 to bapujinagar,domestic,1,466,458.0,55228.0,728.9
habsiguda,keesara,keesara,nagaram,takur colony,domestic,1,253,243.0,30795.0,286.96
habsiguda,keesara,keesara,nagaram,teachers colony rl nagar v n c,domestic,1,344,336.0,33829.0,458.34
habsiguda,keesara,keesara,nagaram,ups school back side,domestic,1,67,64.0,4210.0,67.0
habsiguda,keesara,keesara,nagaram,venkatadri colony,domestic,1,414,408.0,57252.0,1015.5
habsiguda,keesara,keesara,nagaram,venkateswara nagar,domestic,1,277,272.0,34147.0,318.22
habsiguda,keesara,keesara,nagaram,venkateswaranagar colony,domestic,1,252,242.0,25609.0,296.3
habsiguda,keesara,keesara,nagaram,vikas nagarbabu reddy colony,domestic,1,598,561.0,74080.0,773.34
habsiguda,keesara,keesara,nagaram,virat collony,domestic,1,137,137.0,19750.0,203.78
habsiguda,keesara,keesara,nagaram,vrr  balaji nagar eden garden,domestic,1,338,323.0,51215.0,576.5
habsiguda,keesara,keesara,nagaram,vrr phase i  ii,domestic,1,99,99.0,3859.0,201.0
habsiguda,keesara,keesara,nagaram,vskm,domestic,1,555,544.0,76520.0,825.18
habsiguda,keesara,keesara,nagaram,w.s colony,domestic,1,324,296.0,28163.0,313.72
habsiguda,keesara,keesara,nagaram,water plant to bhagya nagar,domestic,1,239,227.0,31215.0,375.0
habsiguda,keesara,keesara,nagaram,west gandhi nagar,domestic,1,292,289.0,37520.0,486.52
habsiguda,keesara,keesara,nagaram,west ghani nagar wines backsd,domestic,1,169,167.0,22450.0,249.0
habsiguda,keesara,keesara,nagaram,yella reddy colony,domestic,1,425,424.0,69587.0,987.0
habsiguda,sainikpuri,malkajgiri,malkajgiri,adarsh nagarlalwani nagar,domestic,1,1063,1057.0,158349.0,1883.51
habsiguda,sainikpuri,malkajgiri,malkajgiri,anandbagh (w),domestic,1,891,886.0,152258.0,1643.41
habsiguda,sainikpuri,malkajgiri,malkajgiri,anandbagh (w) adr side,domestic,1,1060,1053.0,180809.625,1969.69
habsiguda,sainikpuri,malkajgiri,malkajgiri,as nagarnmdc st no.3,domestic,1,1126,1117.0,179585.0,1872.44
habsiguda,sainikpuri,sainikpuri,sainikpuri,shalivahana enclave,domestic,1,510,496.0,82792.0,1969.69
habsiguda,sainikpuri,sainikpuri,sainikpuri,shank colony,domestic,1,139,138.0,24426.0,307.0
habsiguda,sainikpuri,sainikpuri,sainikpuri,shivapuri,domestic,1,182,180.0,27774.0,369.84
habsiguda,sainikpuri,sainikpuri,sainikpuri,siddartha colony,domestic,1,98,98.0,16107.0,236.5
habsiguda,sainikpuri,sainikpuri,sainikpuri,sri nagar colony,domestic,1,43,41.0,5876.0,71.85
habsiguda,sainikpuri,sainikpuri,sainikpuri,sri sai nagar,domestic,1,141,135.0,25572.0,291.0
habsiguda,sainikpuri,sainikpuri,sainikpuri,srinivas nagar,domestic,1,901,888.0,136035.0,1969.69
habsiguda,sainikpuri,sainikpuri,sainikpuri,sriram nagar,domestic,1,726,712.0,108308.0,1223.1
habsiguda,sainikpuri,sainikpuri,sainikpuri,tyagaraya nagar,domestic,1,197,193.0,33066.0,559.1
habsiguda,sainikpuri,sainikpuri,sainikpuri,v shankaramma colony,domestic,1,110,107.0,14633.0,192.0
habsiguda,sainikpuri,sainikpuri,sainikpuri,vayupuri,domestic,1,277,271.0,83353.0,827.71
habsiguda,sainikpuri,sainikpuri,sainikpuri,vijayapuri,domestic,1,336,330.0,64588.0,857.6
habsiguda,sainikpuri,sainikpuri,sainikpuri,vinayak nagar,domestic,1,705,697.0,106646.0,1969.69
habsiguda,sainikpuri,sainikpuri,sainikpuri,yellareddyguda,domestic,1,786,750.0,105245.0,1351.39
habsiguda,sainikpuri,sainikpuri,yapral,anitha enclave,domestic,1,160,157.0,32023.0,463.94
habsiguda,sainikpuri,sainikpuri,yapral,bapujinagar,domestic,1,946,886.0,118826.0,1153.62
habsiguda,sainikpuri,sainikpuri,yapral,bariespet,domestic,1,638,583.0,76540.0,1058.56
habsiguda,sainikpuri,sainikpuri,yapral,bhanu estates,domestic,1,76,65.0,23802.0,310.0
habsiguda,sainikpuri,sainikpuri,yapral,bharath nagar,domestic,1,685,504.0,43655.0,556.62
habsiguda,sainikpuri,sainikpuri,yapral,c i s f quarters,domestic,1,426,425.0,47190.0,690.4
habsiguda,keesara,ghatkesar,ghatkesar,shivalayam temple side,domestic,1,331,295.0,29253.0,701.54
habsiguda,keesara,ghatkesar,ghatkesar,sigarini colony,domestic,1,92,91.0,12244.0,410.0
habsiguda,keesara,ghatkesar,ghatkesar,singapur city,domestic,1,77,76.0,32299.0,456.0
habsiguda,keesara,ghatkesar,ghatkesar,singapur city 1,domestic,1,794,769.0,77122.0,1969.69
habsiguda,keesara,ghatkesar,ghatkesar,singapure township-2,domestic,1,563,554.0,63664.0,1969.69
habsiguda,keesara,ghatkesar,ghatkesar,singapure township-3,domestic,1,728,712.0,71446.0,1969.69
habsiguda,keesara,ghatkesar,ghatkesar,teachers colony,domestic,1,460,454.0,45698.0,697.52
habsiguda,keesara,ghatkesar,ghatkesar,telephone exchange beside,domestic,1,277,271.0,27413.0,403.14
habsiguda,keesara,ghatkesar,ghatkesar,venkateshwara temple,domestic,1,221,214.0,21502.0,258.48
habsiguda,keesara,ghatkesar,ghatkesar,vihar homes ismailkhan guda,domestic,1,429,428.0,64585.0,616.5
habsiguda,keesara,ghatkesar,ghatkesar,vivekananda ews colony,domestic,1,409,405.0,39381.0,504.38
habsiguda,keesara,ghatkesar,ghatkesar,yamnampet,domestic,1,71,44.0,2506.0,95.56
habsiguda,keesara,ghatkesar,ghatkesar,yamnampet b m temple,domestic,1,225,211.0,23224.0,465.16
habsiguda,keesara,ghatkesar,ghatkesar,yamnampet colony,domestic,1,97,88.0,8355.0,150.08
habsiguda,keesara,ghatkesar,ghatkesar,yamnampet gp colony,domestic,1,362,352.0,35989.0,594.62
habsiguda,keesara,ghatkesar,narapally,a.p meat feeder,domestic,1,227,219.0,26102.0,314.0
habsiguda,keesara,ghatkesar,narapally,a.p.gown  church,domestic,1,268,237.0,16635.0,385.5
habsiguda,keesara,ghatkesar,narapally,adarsh nagar,domestic,1,241,240.0,25873.0,397.0
habsiguda,keesara,ghatkesar,narapally,akshaiya nagar colony,domestic,1,293,286.0,41743.0,363.0
habsiguda,keesara,ghatkesar,narapally,baba nagar,domestic,1,201,201.0,22104.0,294.5
habsiguda,keesara,ghatkesar,narapally,bhagatsing nagar,domestic,1,122,122.0,7192.0,122.0
habsiguda,keesara,ghatkesar,narapally,changicherla,domestic,1,961,860.0,103290.0,1459.9
habsiguda,keesara,ghatkesar,narapally,chinna kranthi colony,domestic,1,751,721.0,81259.0,997.0
habsiguda,keesara,ghatkesar,narapally,chowderguda,domestic,1,427,398.0,55748.0,632.38
habsiguda,sainikpuri,sainikpuri,yapral,chandragiri colony,domestic,1,121,121.0,28860.0,418.12
habsiguda,sainikpuri,sainikpuri,yapral,chinna kandi guda,domestic,1,95,92.0,12772.0,70.28
habsiguda,sainikpuri,sainikpuri,yapral,employees colony,domestic,1,657,651.0,87372.0,949.14
habsiguda,sainikpuri,sainikpuri,yapral,g k pride,domestic,1,536,534.0,96857.0,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,gk habitat royale,domestic,1,232,228.0,46880.0,1158.0
habsiguda,sainikpuri,sainikpuri,yapral,goverdhan puri colony,domestic,1,76,74.0,24463.0,302.0
habsiguda,sainikpuri,sainikpuri,yapral,hakimpet,domestic,1,476,452.0,48086.0,460.9
habsiguda,sainikpuri,sainikpuri,yapral,hakimpet ph-ii,domestic,1,154,140.0,15486.0,162.0
habsiguda,sainikpuri,sainikpuri,yapral,hakimpet-ii,domestic,1,326,292.0,28383.0,317.5
habsiguda,sainikpuri,sainikpuri,yapral,hakimpet-iii,domestic,1,225,208.0,26892.0,210.34
habsiguda,sainikpuri,sainikpuri,yapral,j.j.nagar,domestic,1,743,646.0,97784.0,740.97
habsiguda,sainikpuri,sainikpuri,yapral,janapriya apartments,domestic,1,651,591.0,106764.0,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,kalyan gardens,domestic,1,165,163.0,34750.0,452.0
habsiguda,sainikpuri,sainikpuri,yapral,kalyanpuri,domestic,1,120,120.0,20155.0,353.0
habsiguda,sainikpuri,sainikpuri,yapral,kandiguda,domestic,1,601,476.0,77956.0,1386.1
habsiguda,sainikpuri,sainikpuri,yapral,kindhi basthi,domestic,1,1068,1045.0,116672.0,1192.28
habsiguda,sainikpuri,sainikpuri,yapral,kowkoor,domestic,1,962,836.0,104461.0,947.19
habsiguda,sainikpuri,sainikpuri,yapral,kowkoor-1,domestic,1,414,377.0,44274.0,397.46
habsiguda,sainikpuri,sainikpuri,yapral,laxmi puri,domestic,1,195,191.0,41140.0,648.46
habsiguda,sainikpuri,sainikpuri,yapral,ms green wood,domestic,1,704,683.0,125833.0,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,mahalaxmipuri,domestic,1,373,357.0,91343.0,1498.0
habsiguda,sainikpuri,sainikpuri,yapral,mani enclave,domestic,1,174,159.0,63160.0,1111.24
habsiguda,keesara,ghatkesar,narapally,gandhi nagar,domestic,1,440,414.0,33137.0,437.96
habsiguda,keesara,ghatkesar,narapally,ganesh nagar -chengicherla,domestic,1,891,876.0,95240.0,1198.62
habsiguda,keesara,ghatkesar,narapally,gp  dwaraka nagar,domestic,1,568,548.0,63397.0,704.68
habsiguda,keesara,ghatkesar,narapally,hv ct meters c.c  medipally,domestic,1,2,2.0,2137.0,40.0
habsiguda,keesara,ghatkesar,narapally,hv ct meters narapally,domestic,1,3,2.0,454.0,15.46
habsiguda,keesara,ghatkesar,narapally,hv non ct c.c  medipally,domestic,1,2,2.0,1058.0,20.0
habsiguda,keesara,ghatkesar,narapally,hv non ct narapally,domestic,1,1,1.0,54.0,10.0
habsiguda,keesara,ghatkesar,narapally,indra nagar,domestic,1,391,351.0,36217.0,446.7
habsiguda,keesara,ghatkesar,narapally,jodimetla x road,domestic,1,162,158.0,18747.0,241.9
habsiguda,keesara,ghatkesar,narapally,kamala nagar - i,domestic,1,834,816.0,102200.0,1511.22
habsiguda,keesara,ghatkesar,narapally,kamala nagar-ii,domestic,1,710,702.0,77201.0,1233.88
habsiguda,keesara,ghatkesar,narapally,koramulla-1,domestic,1,413,376.0,35011.0,673.76
habsiguda,keesara,ghatkesar,narapally,korremula,domestic,1,459,397.0,45620.0,589.9
habsiguda,keesara,ghatkesar,narapally,korremula 04,domestic,1,466,426.0,52748.0,1048.0
habsiguda,keesara,ghatkesar,narapally,korremula-3,domestic,1,175,173.0,16655.0,231.84
habsiguda,keesara,ghatkesar,narapally,kranthi colony,domestic,1,455,438.0,44302.0,712.38
habsiguda,keesara,ghatkesar,narapally,kranthi colony-ii,domestic,1,545,531.0,61032.0,728.0
habsiguda,keesara,ghatkesar,narapally,maktha,domestic,1,376,355.0,43865.0,729.36
habsiguda,keesara,ghatkesar,narapally,maktha yellamma temple,domestic,1,315,295.0,36926.0,377.48
habsiguda,keesara,ghatkesar,narapally,maruthi colony,domestic,1,358,353.0,51562.0,869.96
habsiguda,sainikpuri,sainikpuri,yapral,megadhri apts,domestic,1,154,152.0,33092.0,534.0
habsiguda,sainikpuri,sainikpuri,yapral,mythri enclave,domestic,1,228,210.0,84588.0,1003.0
habsiguda,sainikpuri,sainikpuri,yapral,net meters,domestic,1,182,182.0,39841.0,1203.0
habsiguda,sainikpuri,sainikpuri,yapral,omsree bright view apt,domestic,1,173,173.0,42414.0,865.0
habsiguda,sainikpuri,sainikpuri,yapral,pedso colony-i,domestic,1,161,160.0,43055.0,625.24
habsiguda,sainikpuri,sainikpuri,yapral,prakruthik vihar,domestic,1,59,55.0,13659.0,193.0
habsiguda,sainikpuri,sainikpuri,yapral,ragava kalyan estates,domestic,1,428,418.0,91717.0,1578.0
habsiguda,sainikpuri,sainikpuri,yapral,rajarajeswari gardens,domestic,1,50,48.0,10378.0,132.0
habsiguda,sainikpuri,sainikpuri,yapral,registration colony,domestic,1,439,434.0,101923.0,1650.6
habsiguda,sainikpuri,sainikpuri,yapral,rgkh (bharath nagar),domestic,1,735,619.0,33338.0,692.36
habsiguda,sainikpuri,sainikpuri,yapral,royal garden,domestic,1,31,31.0,11714.0,99.0
habsiguda,sainikpuri,sainikpuri,yapral,s s enclave,domestic,1,694,683.0,161180.0,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,s.v nagar,domestic,1,241,231.0,38018.0,297.68
habsiguda,sainikpuri,sainikpuri,yapral,saikrupa colony,domestic,1,1351,1329.0,180809.625,1832.46
habsiguda,sainikpuri,sainikpuri,yapral,shaili gardens,domestic,1,1184,1156.0,180809.625,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,shantinagar,domestic,1,850,707.0,82745.0,930.56
habsiguda,sainikpuri,sainikpuri,yapral,shyamala laxmi colony,domestic,1,330,316.0,40585.0,639.02
habsiguda,sainikpuri,sainikpuri,yapral,singaipally,domestic,1,45,317.0,0.0,32.04
habsiguda,sainikpuri,sainikpuri,yapral,singaipally-ii,domestic,1,486,456.0,52879.0,428.68
habsiguda,sainikpuri,sainikpuri,yapral,singaipally-iii,domestic,1,428,410.0,51207.0,568.56
habsiguda,sainikpuri,sainikpuri,yapral,sri chakra,domestic,1,123,121.0,26988.0,423.0
habsiguda,sainikpuri,sainikpuri,yapral,sri devi kalyan estates,domestic,1,475,470.0,100406.0,1787.0
habsiguda,sainikpuri,sainikpuri,yapral,sri venkataramana cnct,domestic,1,250,248.0,53827.0,1245.3
habsiguda,sainikpuri,sainikpuri,yapral,surya nagar,domestic,1,250,250.0,49620.0,878.0
habsiguda,keesara,ghatkesar,narapally,medipally,domestic,1,789,735.0,75973.0,941.64
habsiguda,keesara,ghatkesar,narapally,medipally old village,domestic,1,364,362.0,41398.0,562.4
habsiguda,keesara,ghatkesar,narapally,medpally,domestic,1,1,1.0,0.0,1.0
habsiguda,keesara,ghatkesar,narapally,mey vilaas,domestic,1,213,192.0,50495.0,1021.0
habsiguda,keesara,ghatkesar,narapally,mlr colony,domestic,1,471,452.0,61330.0,600.0
habsiguda,keesara,ghatkesar,narapally,narapally,domestic,1,1164,1095.0,129061.0,1718.98
habsiguda,keesara,ghatkesar,narapally,narapally feeder,domestic,1,219,215.0,28537.0,306.24
habsiguda,keesara,ghatkesar,narapally,om viharika colony,domestic,1,764,742.0,98759.0,1542.78
habsiguda,keesara,ghatkesar,narapally,ou colony,domestic,1,809,784.0,84724.0,1202.87
habsiguda,keesara,ghatkesar,narapally,pt colony i,domestic,1,674,669.0,103745.0,1316.6
habsiguda,keesara,ghatkesar,narapally,pt colony-ii,domestic,1,1051,1034.0,164487.0,1969.69
habsiguda,keesara,ghatkesar,narapally,panchavathi colony,domestic,1,1453,1351.5,178350.0,1969.69
habsiguda,keesara,ghatkesar,narapally,panchavathi colony village,domestic,1,867,850.0,98574.0,1453.72
habsiguda,keesara,ghatkesar,narapally,pjs colony,domestic,1,96,96.0,13746.0,150.0
habsiguda,keesara,ghatkesar,narapally,pochama temple to kranth cly,domestic,1,456,422.0,45345.0,562.3
habsiguda,keesara,ghatkesar,narapally,prashant nagar,domestic,1,592,589.0,84753.0,1141.6
habsiguda,keesara,ghatkesar,narapally,pree village-1,domestic,1,689,685.0,77523.0,891.5
habsiguda,keesara,ghatkesar,narapally,r.t.c colony,domestic,1,543,508.0,53099.0,816.3
habsiguda,keesara,ghatkesar,narapally,rajesh nagar,domestic,1,385,299.0,15604.0,435.5
habsiguda,keesara,ghatkesar,narapally,rtc colony phase-ii,domestic,1,367,367.0,47910.0,777.0
habsiguda,keesara,ghatkesar,narapally,sadhataliguda,domestic,1,233,212.0,29151.0,572.46
habsiguda,keesara,ghatkesar,narapally,sadhatliguda-1,domestic,1,425,413.0,49512.0,594.66
habsiguda,keesara,ghatkesar,narapally,sai durga nagar,domestic,1,514,507.0,70037.0,699.84
habsiguda,sainikpuri,sainikpuri,yapral,swarna andhra h society,domestic,1,122,118.0,29976.0,380.0
habsiguda,sainikpuri,sainikpuri,yapral,sylvan green,domestic,1,46,45.0,20295.0,219.0
habsiguda,sainikpuri,sainikpuri,yapral,syrabhi villa venkusha,domestic,1,319,314.0,80181.0,1261.0
habsiguda,sainikpuri,sainikpuri,yapral,v.v.nagar,domestic,1,136,110.0,15748.0,138.5
habsiguda,sainikpuri,sainikpuri,yapral,vampuguda,domestic,1,497,428.0,72532.0,926.08
habsiguda,sainikpuri,sainikpuri,yapral,vampuguda - 01,domestic,1,793,762.0,136189.0,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,vampuguda(saket),domestic,1,269,259.0,62832.0,1295.0
habsiguda,sainikpuri,sainikpuri,yapral,yapral hv,domestic,1,79,75.0,178924.0,1807.22
habsiguda,sainikpuri,sainikpuri,yapral,yapral-03,domestic,1,1046,1032.0,180809.625,1969.69
habsiguda,sainikpuri,sainikpuri,yapral,indira nagar,domestic,1,1,317.0,0.0,1.0
habsiguda,keesara,ghatkesar,ghatkesar,ambedkar nagar,domestic,1,338,334.0,35011.0,435.94
habsiguda,keesara,ghatkesar,ghatkesar,ankshapur,domestic,1,44,21.0,1754.0,61.26
habsiguda,keesara,ghatkesar,ghatkesar,anna nagar pocharam,domestic,1,264,257.0,24085.0,211.56
habsiguda,keesara,ghatkesar,ghatkesar,annojiguda,domestic,1,923,827.0,86096.0,995.16
habsiguda,keesara,ghatkesar,ghatkesar,annojiguda1,domestic,1,966,913.0,91582.0,1466.08
habsiguda,keesara,ghatkesar,ghatkesar,aphb pocharam,domestic,1,227,211.0,12741.0,231.0
habsiguda,keesara,ghatkesar,ghatkesar,aphb pocharam a6 to a13 blocks,domestic,1,210,195.0,12723.0,210.0
habsiguda,keesara,ghatkesar,ghatkesar,aushapur,domestic,1,673,568.0,58408.0,855.88
habsiguda,keesara,ghatkesar,ghatkesar,balaji nagar,domestic,1,1499,1351.5,172150.0,1969.69
habsiguda,keesara,ghatkesar,ghatkesar,bc colony,domestic,1,222,210.0,17354.0,274.62
habsiguda,keesara,ghatkesar,ghatkesar,bokangudem,domestic,1,214,211.0,23400.0,295.58
habsiguda,keesara,ghatkesar,ghatkesar,bokkanaguda,domestic,1,172,165.0,19656.0,253.16
habsiguda,keesara,ghatkesar,narapally,sai nagar colony,domestic,1,264,264.0,35397.0,312.0
habsiguda,keesara,ghatkesar,narapally,sai residency,domestic,1,632,621.0,87649.0,1043.0
habsiguda,keesara,ghatkesar,narapally,sheshadri enclave,domestic,1,230,222.0,34740.0,335.06
habsiguda,keesara,ghatkesar,narapally,sree kanaka durga nagar,domestic,1,459,449.0,66747.0,633.45
habsiguda,keesara,ghatkesar,narapally,suma residency,domestic,1,405,395.0,44564.0,700.0
habsiguda,keesara,ghatkesar,narapally,suprabaththirumala,domestic,1,233,225.0,27104.0,366.0
habsiguda,keesara,ghatkesar,narapally,swarnagiri colony,domestic,1,602,585.0,63186.0,736.95
habsiguda,keesara,ghatkesar,narapally,teachers colony,domestic,1,488,472.0,53436.0,565.6
habsiguda,keesara,ghatkesar,narapally,tennuguda,domestic,1,102,98.0,10614.0,178.0
habsiguda,keesara,ghatkesar,narapally,vaibhav colony,domestic,1,239,237.0,26622.0,366.1
habsiguda,keesara,ghatkesar,narapally,vaishnavi nagar,domestic,1,175,169.0,25725.0,243.26
habsiguda,keesara,ghatkesar,narapally,veakar section,domestic,1,254,238.0,22671.0,262.26
habsiguda,keesara,ghatkesar,narapally,venkat sai  krishna nagar,domestic,1,520,507.0,72358.0,634.0
habsiguda,keesara,ghatkesar,narapally,venkatadri phase-3,domestic,1,376,369.0,52045.0,455.5
habsiguda,keesara,ghatkesar,narapally,venkatadri town ship -1,domestic,1,653,636.0,80966.0,964.0
habsiguda,keesara,ghatkesar,narapally,venkatapur,domestic,1,343,317.0,28477.0,356.18
habsiguda,keesara,ghatkesar,narapally,viharika colony,domestic,1,1123,1104.0,140890.0,1969.69
habsiguda,keesara,ghatkesar,narapally,viharika colony-2,domestic,1,823,819.0,101021.0,1537.68
habsiguda,keesara,ghatkesar,narapally,vijai sai enclave  mlr,domestic,1,313,312.0,32616.0,503.0
habsiguda,keesara,ghatkesar,narapally,vijayapuri colony,domestic,1,342,338.0,45677.0,531.6
habsiguda,keesara,ghatkesar,narapally,weaker section,domestic,1,1054,976.0,100285.0,1190.56
habsiguda,keesara,ghatkesar,narapally,yadadri nagar,domestic,1,213,212.0,26686.0,366.0
habsiguda,keesara,ghatkesar,peerjadiguda,annapurna colony-ii,domestic,1,309,301.0,61029.0,1081.7
habsiguda,keesara,ghatkesar,peerjadiguda,annapurnacolony,domestic,1,348,343.0,57979.0,667.26
habsiguda,keesara,ghatkesar,ghatkesar,bugga nagar,domestic,1,480,447.0,47613.0,821.08
habsiguda,keesara,ghatkesar,ghatkesar,dr.prakash nagar colony,domestic,1,152,148.0,21058.0,239.3
habsiguda,keesara,ghatkesar,ghatkesar,edulabad,domestic,1,59,31.0,2227.0,106.96
habsiguda,keesara,ghatkesar,ghatkesar,edulabad i,domestic,1,315,297.0,30460.0,600.68
habsiguda,keesara,ghatkesar,ghatkesar,edulabad ii,domestic,1,343,334.0,30584.0,544.51
habsiguda,keesara,ghatkesar,ghatkesar,edulabad iii,domestic,1,281,258.0,24281.0,413.74
habsiguda,keesara,ghatkesar,ghatkesar,edulabad iv,domestic,1,301,260.0,30686.0,533.51
habsiguda,keesara,ghatkesar,ghatkesar,edulabad v,domestic,1,157,151.0,15183.0,141.02
habsiguda,keesara,ghatkesar,ghatkesar,fakeer takya,domestic,1,127,107.0,12363.0,135.68
habsiguda,keesara,ghatkesar,ghatkesar,ganapur-1,domestic,1,327,323.0,34011.0,1345.0
habsiguda,keesara,ghatkesar,ghatkesar,geethamandir back side,domestic,1,331,324.0,31094.0,327.9
habsiguda,keesara,ghatkesar,ghatkesar,ghanapur,domestic,1,313,297.0,36607.0,801.9
habsiguda,keesara,ghatkesar,ghatkesar,ghatkesar,domestic,1,43,29.0,34239.0,649.1
habsiguda,keesara,ghatkesar,ghatkesar,ghatkesar-1,domestic,1,408,387.0,41450.0,659.06
habsiguda,keesara,ghatkesar,ghatkesar,ghatkesar-3,domestic,1,401,358.0,40435.0,665.08
habsiguda,keesara,ghatkesar,ghatkesar,govt high school,domestic,1,268,267.0,23505.0,351.14
habsiguda,keesara,ghatkesar,ghatkesar,gram panchayati colony,domestic,1,192,191.0,22625.0,249.7
habsiguda,keesara,ghatkesar,ghatkesar,gramapanchayathi colony,domestic,1,479,457.0,42682.0,956.52
habsiguda,keesara,ghatkesar,ghatkesar,gramapanchyath colony,domestic,1,342,320.0,34770.0,601.6
habsiguda,keesara,ghatkesar,peerjadiguda,balaji anjandri (colony),domestic,1,254,247.0,41510.0,441.0
habsiguda,keesara,ghatkesar,peerjadiguda,balaji enclave,domestic,1,190,188.0,27434.0,267.9
habsiguda,keesara,ghatkesar,peerjadiguda,balaji nagar,domestic,1,868,857.0,113032.0,1346.02
habsiguda,keesara,ghatkesar,peerjadiguda,ballepu enclave,domestic,1,267,263.0,42546.0,389.0
habsiguda,keesara,ghatkesar,peerjadiguda,bank colony,domestic,1,574,540.0,65857.0,1128.28
habsiguda,keesara,ghatkesar,peerjadiguda,bank colony-ii,domestic,1,393,386.0,49415.0,520.58
habsiguda,keesara,ghatkesar,peerjadiguda,bhavani nagar,domestic,1,444,441.0,51670.0,522.0
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar,domestic,1,1499,1351.5,180809.625,1969.69
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar-1,domestic,1,772,761.0,95284.0,1115.54
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar-2,domestic,1,965,957.0,127439.0,1478.06
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar-3,domestic,1,768,759.0,85689.0,1205.55
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar-4,domestic,1,507,489.0,61045.0,791.08
habsiguda,keesara,ghatkesar,peerjadiguda,buddha nagar-5,domestic,1,869,860.0,112108.0,1472.8
habsiguda,keesara,ghatkesar,peerjadiguda,canara nagar,domestic,1,388,376.0,63451.0,1158.92
habsiguda,keesara,ghatkesar,peerjadiguda,channa reddy thota,domestic,1,835,825.0,126089.0,1635.0
habsiguda,keesara,ghatkesar,peerjadiguda,chenna reddy colony,domestic,1,474,456.0,61496.0,485.04
habsiguda,keesara,ghatkesar,peerjadiguda,devi sri homes,domestic,1,47,47.0,5540.0,47.0
habsiguda,keesara,ghatkesar,peerjadiguda,divya nagar,domestic,1,351,333.0,62328.0,733.68
habsiguda,keesara,ghatkesar,peerjadiguda,dream homes,domestic,1,71,62.0,6714.0,73.0
habsiguda,keesara,ghatkesar,peerjadiguda,ganesh nagar,domestic,1,526,523.0,56119.0,1008.68
habsiguda,keesara,ghatkesar,peerjadiguda,gayathri nagar phase-ii,domestic,1,431,427.0,52593.0,602.0
habsiguda,keesara,ghatkesar,peerjadiguda,gayatri nagar,domestic,1,616,599.0,72756.0,791.18
habsiguda,keesara,ghatkesar,peerjadiguda,gourelli road,domestic,1,87,80.0,6478.0,247.94
habsiguda,keesara,ghatkesar,peerjadiguda,hv peerzadiguda,domestic,1,11,9.0,24564.0,205.14
habsiguda,keesara,ghatkesar,peerjadiguda,i i city colony,domestic,1,240,238.0,28877.0,282.0
habsiguda,keesara,ghatkesar,peerjadiguda,kachivani singaram,domestic,1,501,442.0,50669.0,848.06
habsiguda,habsiguda,habsiguda,habsiguda,hmt nagar,domestic,1,881,855.0,160983.0,1969.69
habsiguda,habsiguda,habsiguda,habsiguda,hv,domestic,1,14,14.0,15668.0,169.0
habsiguda,habsiguda,habsiguda,habsiguda,jai santhoshi nagar,domestic,1,833,828.0,131642.0,1793.7
habsiguda,habsiguda,habsiguda,habsiguda,kakatiya nagar,domestic,1,1138,1076.0,180809.625,1969.69
habsiguda,habsiguda,habsiguda,habsiguda,lamadi thanda,domestic,1,298,290.0,31676.0,220.48
habsiguda,habsiguda,habsiguda,habsiguda,laxmistrach colony,domestic,1,73,72.0,15972.0,269.0
habsiguda,habsiguda,habsiguda,habsiguda,maheshwari nagar,domestic,1,327,325.0,51407.0,636.56
habsiguda,habsiguda,habsiguda,habsiguda,maheswari nagar-2,domestic,1,233,233.0,33733.0,453.0
habsiguda,habsiguda,habsiguda,habsiguda,main road side,domestic,1,14,13.0,983.0,23.0
